"Código da obra";"Título Original";"Título no Brasil";"Ano de produção";"Diretor";"Data de liberação para exibição"
657535;"ARTIGAS (ARTIGAS, LA REDOTA)";"ARTIGAS (ARTIGAS, LA REDOTA)";2013;"CESAR CHARLONE";"2013-01-29"
14025163;"ANNA KARENINA";"ANNA KARENINA";2012;"JOE WRIGHT";"2013-01-28"
14026684;"LAS AVENTURAS DE TADEO JONES";"AS AVENTURAS DE TADEO";2012;"ENRIQUE GATO";"2013-01-28"
15008926;"CIRQUE DU SOLEIL - WORLDS AWAY";"CIRQUE DU SOLEIL: OUTROS MUNDOS";2012;"ANDREW ADAMSON";"2013-01-28"
14027074;"SNEZHNAYA KOROLEVA";"O REINO GELADO";2012;"MAKSIM SVESHNIKOV";"2013-01-24"
568306;"RÉQUIEM PARA LAURA MARTIN";"RÉQUIEM PARA LAURA MARTIN";2011;"LUIZ CESAR RANGEL RODRIGUES";"2013-01-23"
681562;"O CARTEIRO";"O CARTEIRO";2012;"REGINALDO FIGUEIRA DE FARIA";"2013-01-23"
16001912;"GREAT EXPECTATIONS";"GRANDES ESPERANÇAS";2012;"MIKE NEWELL";"2013-01-22"
16002348;"QUARTET";"O QUARTETO";2012;"DUSTIN HOFFMAN";"2013-01-22"
652210;"O QUE SE MOVE";"O QUE SE MOVE";2012;"CAETANO GOTARDO SOARES";"2013-01-22"
16001909;"KEEP THE LIGHTS ON";"DEIXE A LUZ ACESA";2012;"IRA SACHS";"2013-01-21"
505019;"AMÉRICA";"AMÉRICA";2010;"JOÃO NUNO PINTO";"2013-01-21"
16001913;"PARKER";"PARKER";2013;"TAYLOR HACKFORD";"2013-01-17"
16001914;"PUSSCATS NEEDY";"GATINHAS CARENTES";2006;"ROY ROGERS";"2013-01-16"
16001916;"CAVE OF FORGOTTEN DREAMS";"CAVERNA DOS SONHOS ESQUECIDOS";2010;"WERNER HERZOG";"2013-01-15"
16001721;"IN THE FOG";"NA NEBLINA";2012;"SERGEY LOZNITSA";"2013-01-14"
16001915;"BEAUTIFUL CREATURES";"DEZESSEIS LUAS";2013;"RICHARD LAGRAVENESE";"2013-01-14"
551094;"A LUZ DO TOM";"A LUZ DO TOM";2011;"NELSON PEREIRA DOS SANTOS";"2013-01-14"
580756;"GATAS SELVAGENS";"GATAS SELVAGENS";2011;"JULIANO COSTA BENDAZOLI";"2013-01-09"
657948;"TAINÁ - A ORIGEM";"TAINÁ - A ORIGEM";2013;"ROSANE SVARTMAN";"2013-01-08"
15007159;"VOUS N'AVEZ ENCORE RIEN VU";"VOCÊS AINDA NÃO VIRAM NADA!";2012;"ALAIN RESNAIS";"2013-01-04"
16001613;"A MONKEY ON MY SHOULDER";"DE CORAÇÃO ABERTO";2012;"MARION LAINE";"2013-01-04"
16001791;"EN KONGELIG AFFÆRE";"O AMANTE DA RAINHA";2012;"NIKOLAJ ARCEL";"2013-01-04"
15006205;"HITCHCOCK";"HITCHCOCK";2012;"SACHA GERVASI";"2013-01-02"
16001719;"SILVER LININGS PLAYBOOK";"O LADO BOM DA VIDA";2012;"DAVID O. RUSSELL";"2013-01-02"
573685;"NA CARNE E NA ALMA";"NA CARNE E NA ALMA";2011;"ALBERTO SALVA CONTEL";"2013-01-02"
692710;"DINO CAZZOLA - UMA FILMOGRAFIA DE BRASÍLIA";"DINO CAZZOLA - UMA FILMOGRAFIA DE BRASÍLIA";2012;"ANDREA VIANA PRATES";"2013-01-02"
687894;"JORGE MAUTNER - O FILHO DO HOLOCAUSTO";"JORGE MAUTNER - O FILHO DO HOLOCAUSTO";2012;"PEDRO BIAL";"2012-12-27"
15004120;"ZERO DARK THIRTY";"A HORA MAIS ESCURA";2012;"KATHRYN BIGELOW";"2012-12-26"
15004132;"MOVIE 43";"PARA MAIORES";2013;"BOB ODENKIRK";"2012-12-26"
691882;"BROMANCE";"BROMANCE";2012;"THIAGO PINTO SARDENBERG GOMES";"2012-12-21"
15007882;"BARBARA";"BARBARA";2012;"CHRISTIAN PETZOLD";"2012-12-20"
16001887;"LOVE IS ALL YOU NEED";"AMOR É TUDO O QUE VOCÊ PRECISA";2012;"SUSANNE BIER";"2012-12-19"
16001707;"DJANGO UNCHAINED";"DJANGO LIVRE";2012;"QUENTIN TARANTINO";"2012-12-18"
16001720;"TOP MODEL";"PRAZER, DINHEIRO E SEXO";2006;"ROY ROGERS";"2012-12-18"
16001902;"THE NUTCRACKER";"O QUEBRA NOZES";2009;"PETER WRIGHT";"2012-12-18"
16001903;"LES TROYENS";"LES TROYENS";2012;"DAVID MCVICAR";"2012-12-18"
495335;"EFEITO RECICLAGEM";"EFEITO RECICLAGEM";2010;"SEAN THOMAS DAVID WALSH";"2012-12-12"
16001900;"SEVEN PSYCHOPATHS";"SETE PSICOPATAS E UM SHIH TZU";2012;"MARTIN MCDONAGH";"2012-12-11"
14025789;"JACK REACHER";"JACK REACHER - O ÚLTIMO TIRO";2012;"CHRISTOPHER MCQUARRIE";"2012-12-10"
15009360;"WARM BODIES";"MEU NAMORADO É UM ZUMBI";2013;"JONATHAN LEVINE";"2012-12-10"
16001885;"STAND UP GUYS";"AMIGOS INSEPARÁVEIS";2012;"FISHER STEVENS";"2012-12-10"
16001886;"THE MASTER";"O MESTRE";2012;"PAUL THOMAS ANDERSON";"2012-12-10"
15004524;"LIFE OF PI";"AS AVENTURAS DE PI";2012;"ANG LEE";"2012-12-06"
16001894;"WASTED YOUTH";"ENERGIA SEXUAL";2006;"MARK WOOD";"2012-12-06"
16001898;"HAHAHA";"HAHAHA";2010;"SANG-SOO HONG";"2012-12-06"
674482;"DE PERNAS PRO AR 2";"DE PERNAS PRO AR 2";2012;"ROBERTO SANTUCCI FILHO";"2012-12-06"
696195;"NEW  CHICS  CUM FIRST  4";"NINFOMANIACAS 4";2006;"JOHN STRONG";"2012-12-06"
15003459;"VIUDAS";"VIÚVAS";2011;"MARCOS CARNEVALE";"2012-12-05"
15007826;"THE LAST STAND";"O ÚLTIMO DESAFIO";2013;"KIM JEE-WOON";"2012-12-05"
16001899;"STOLEN";"O RESGATE";2012;"SIMON WEST";"2012-12-05"
16001906;"LIV & INGMAR";"LIV & INGMAR - UMA HISTÓRIA DE AMOR";2012;"DHEERAJ AKOLKAR";"2012-12-04"
655791;"5 X PACIFICAÇÃO";"5 X PACIFICAÇÃO";2012;"CARLOS EDUARDO BARCELOS SABINO";"2012-12-03"
687848;"OS PENETRAS";"OS PENETRAS";2012;"ANDREW WADDINGTON";"2012-11-29"
15005771;"GANGSTER SQUAD";"CAÇA AOS GANGSTERES";2013;"RUBEN FLEISCHER";"2012-11-27"
15006760;"NO";"NO";2012;"PABLO LARRAÍN";"2012-11-26"
16001723;"DON´T CUM IN MY FACE";"DESEJOS INDECENTES";2006;"MARTIN DEL TORO";"2012-11-26"
16001901;"LAY THE FAVORITE";"O DOBRO OU NADA";2012;"STEPHEN FREARS";"2012-11-23"
15006677;"AMOUR";"AMOUR";2012;"MICHAEL HANEKE";"2012-11-22"
16001724;"THE OTHER SON";"O FILHO DO OUTRO";2012;"LORRAINE LÉVY";"2012-11-22"
16001725;"THE ANGEL'S SHARE";"A PARTE DO ANJOS";2012;"KEN LOACH";"2012-11-22"
676546;"SÃO PAULO COMPANHIA DE DANÇA";"SÃO PAULO COMPANHIA DE DANÇA";2012;"EVALDO SERGIO VINAGRE MOCARZEL";"2012-11-14"
508544;"O MANUSCRITO PERDIDO";"O MANUSCRITO PERDIDO";2010;"JOSE DUARTE SEIXO BARAHONA FERNANDES";"2012-11-12"
16001905;"HOUSE AT THE END OF THE STREET";"A ÚLTIMA CASA DA RUA";2012;"MARK TONDERAI";"2012-11-09"
16002349;"THE IMPOSSIBLE";"O IMPOSSÍVEL";2012;"JUAN ANTONIO BAYONA";"2012-11-09"
667908;"MARGARET MEE E A FLOR DA LUA";"MARGARET MEE E A FLOR DA LUA";2012;"MARIA LUCIA TOLEDO DE MARTINO";"2012-11-08"
15008418;"LA MIRADA INVISIBLE";"O OLHAR INVISÍVEL";2010;"DIEGO LERMAN";"2012-11-07"
14025200;"DESPICABLE ME 2";"MEU MALVADO FAVORITO 2";2013;"CHRIS RENAUD";"2012-11-06"
14026681;"RISE OF THE GUARDIANS";"A ORIGEM DOS GUARDIÕES";2012;"PETER RAMSEY";"2012-11-06"
16001792;"WHATABOOTY 2";"QUE B... 2";2007;"MR PETE";"2012-11-05"
16001622;"TROUBLE WITH THE CURVE";"CURVAS DA VIDA";2012;"ROBERT LORENZ";"2012-10-30"
687833;"CONTOS GAUCHESCOS";"CONTOS GAUCHESCOS";2010;"HENRIQUE FORSTER DE FREITAS LIMA";"2012-10-29"
16001793;"BIG WET TITS 5";"DEUSAS DO SEXO 5";2007;"HILLIAN H";"2012-10-26"
580575;"ANAL SEM LIMITES";"ANAL SEM LIMITES";2011;"JULIANO COSTA BENDAZOLI";"2012-10-26"
657850;"MARCELO YUKA NO CAMINHO DAS SETAS";"MARCELO YUKA NO CAMINHO DAS SETAS";2012;"DANIELA BROITMAN";"2012-10-26"
16004204;"CAPTIVE";"EM NOME DE DEUS";2012;"BRILLANTE MENDOZA";"2012-10-25"
15007010;"WRECK-IT RALPH";"DETONA RALPH";2012;"RICH MOORE";"2012-10-24"
15005450;"THE TWILIGHT SAGA: BREAKING DAWN PART 2";"A SAGA CREPÚSCULO: AMANHECER - PARTE 2";2012;"BILL CONDON";"2012-10-23"
15007250;"CESARE DEVE MORIRE";"CÉSAR DEVE MORRER";2012;"PAOLO TAVIANI";"2012-10-23"
16001796;"ADIEU BERTHE - L'ENTERREMENT DE MÉMÉ";"ADEUS BERTHE - O ENTERRO DA VOVÓ";2012;"BRUNO PODALYDÈS";"2012-10-23"
15002281;"DIARY OF A WIMPY KID: DOG DAYS";"DIÁRIO DE UM BANANA: DIAS DE CÃO";2012;"DAVID BOWERS";"2012-10-22"
672549;"ASTRO, UMA FÁBULA URBANA EM UM RIO DE JANEIRO MÁGICO";"ASTRO, UMA FÁBULA URBANA EM UM RIO DE JANEIRO MÁGICO";2012;"ANA PAULA TRABULSI";"2012-10-22"
15008412;"18 COMIDAS";"18 COMIDAS";2010;"JORGE COIRA";"2012-10-19"
15008419;"UNE BOUTEILLE A LA MER";"UMA GARRAFA NO MAR DE GAZA";2011;"THIERRY BINISTI";"2012-10-19"
15008420;"LE PRÉNOM";"QUAL É O NOME DO BEBÊ?";2012;"ALEXANDRE DE LA PATELLIÉRE";"2012-10-19"
559283;"O PAÍS DO DESEJO";"O PAÍS DO DESEJO";2011;"PAULO MAURICIO GERMANY CALDAS";"2012-10-19"
675471;"XICO STOCKINGER";"XICO STOCKINGER";2012;"FREDERICO MENDINA DE MORAIS SANTOS";"2012-10-18"
608441;"CORDA BAMBA, HISTÓRIA DE UMA MENINA EQUILIBRISTA";"CORDA BAMBA, HISTÓRIA DE UMA MENINA EQUILIBRISTA";2011;"EDUARDO GOLDENSTEIN";"2012-10-16"
14023756;"PARANORMAL ACTIVITY 4";"ATIVIDADE PARANORMAL 4";2012;"ARIEL SCHULMAN";"2012-10-15"
15001998;"THE CABIN IN THE WOODS";"O SEGREDO DA CABANA";2012;"DREW GODDARD";"2012-10-15"
15003069;"LAURENCE ANYWAYS";"LAURENCE ANYWAYS";2012;"XAVIER DOLAN";"2012-10-15"
15004116;"ARBITRAGE";"A NEGOCIAÇÃO";2012;"NICHOLAS JARECKI";"2012-10-15"
15004124;"MAGIC MIKE";"MAGIC MIKE";2012;"STEVEN SODERBERGH";"2012-10-15"
15004127;"BACHELORETTE";"QUATRO AMIGAS E UM CASAMENTO";2012;"LESLYE HEADLAND";"2012-10-15"
15004133;"THE COMPANY YOU KEEP";"SEM PROTEÇÃO";2012;"ROBERT REDFORD";"2012-10-15"
678883;"COCORICÓ CONTA CLÁSSICOS";"COCORICÓ CONTA CLÁSSICOS";2012;"FERNANDO MÁRCIO GOMES DA SILVA";"2012-10-15"
666641;"MUITO ALÉM DO PESO";"MUITO ALÉM DO PESO";2012;"ESTELA RENNER CARDOSO DE ALMEIDA";"2012-10-10"
16001671;"END OF WATCH";"MARCADOS PARA MORRER";2012;"DAVID AYER";"2012-10-09"
660094;"FUTURO DO PRETÉRITO: TROPICALISMO NOW!";"FUTURO DO PRETÉRITO: TROPICALISMO NOW!";2012;"ANTONIO CARLOS LEAL DE MORAES";"2012-10-08"
16001670;"CELEBS SLUTS";"CELEBRIDADES DO SEXO";2007;"HILLIAN H";"2012-10-05"
680438;"PARTIDEIROS";"PARTIDEIROS";2012;"LUIZ GONZAGA GUIMARÃES DE CASTRO";"2012-10-05"
16001776;"LA FILLE DU PUISATIER";"A FILHA DO PAI";2011;"DANIEL AUTEUIL";"2012-10-04"
16002350;"BORN TO BE WILD";"LIVRES POR NATUREZA";2011;"DAVID LICKLEY";"2012-10-02"
677124;"COLEGAS";"COLEGAS";2012;"MARCELO SILVA GALVAO";"2012-10-01"
15005876;"7 DAYS IN HAVANA";"7 DIAS EM LA HAVANA";2012;"BENICIO DEL TORO";"2012-09-27"
15006937;"FOOTNOTE";"NOTA DE RODAPÉ";2011;"JOSEPH CEDAR";"2012-09-27"
15007182;"CELESTE AND JESSE FOREVER";"CELESTE E JESSE PARA SEMPRE";2012;"LEE TOLAND KRIEGER";"2012-09-27"
16001617;"FRESH NEW CUMMERS 3";"GATINHAS INDECENTES 3";2012;"HILLIAN H";"2012-09-27"
16001845;"HOLY MOTORS";"HOLY MOTORS";2012;"LEOS CARAX";"2012-09-27"
16001847;"AND IF WE ALL LIVED TOGETHER?";"E SE VIVÊSSEMOS TODOS JUNTOS?";2011;"STÉPHANE ROBELIN";"2012-09-27"
661736;"CURITIBA ZERO GRAU";"CURITIBA ZERO GRAU";2010;"ELOI PIRES FERREIRA";"2012-09-27"
14026413;"PERKS OF BEING A WALLFLOWER, THE";"VANTAGENS DE SER INVISÍVEL, AS";2012;"STEPHEN CHBOSKY";"2012-09-26"
16001675;"A HAPPY EVENT";"UM EVENTO FELIZ";2011;"RÉMI BEZANÇON";"2012-09-26"
16001846;"IN THE LAND OF BLOOD AND HONEY";"NA TERRA DE AMOR E ÓDIO";2011;"ANGELINA JOLIE";"2012-09-26"
15003322;"ARGO";"ARGO";2012;"BEN AFFLECK";"2012-09-25"
16001774;"THE REEF 2: HIGH TIDE";"O MAR NÃO ESTÁ PARA PEIXE - TUBARÕES À VISTA";2012;"MARK A.Z. DIPPÉ, TAEDONG PARK";"2012-09-25"
657854;"TESTEMUNHA 4";"TESTEMUNHA 4";2011;"MARCELO RIBAS GRABOWSKY";"2012-09-25"
16001672;"ET MAINTENANT ON VA OÙ?";"E AGORA, AONDE VAMOS?";2011;"NADINE LABAKI";"2012-09-21"
15006527;"PARIS-MANHATTAN";"PARIS-MANHATTAN";2012;"SOPHIE LELLOUCHE";"2012-09-20"
580585;"LOUCURAS FEMININAS";"LOUCURAS FEMININAS";2010;"JULIANO COSTA BENDAZOLI";"2012-09-20"
16001673;"FRANKENWEENIE";"FRANKENWEENIE";2012;"TIM BURTON";"2012-09-19"
16001676;"DESTINY ROAD";"TRÊS HISTÓRIAS, UM DESTINO";2012;"ROBERT C. TREVEILER";"2012-09-19"
16002351;"LA VIDA ÚTIL";"LA VIDA ÚTIL - UM CONTO DE CINEMA";2010;"FEDERICO VEIROJ";"2012-09-18"
476663;"ONDE A CORUJA DORME";"ONDE A CORUJA DORME";2006;"MARCIA CELESTE DERRAIK BARBOSA";"2012-09-18"
676369;"O LIBERDADE";"O LIBERDADE";2011;"CINTIA LANGIE ARAUJO";"2012-09-18"
591497;"DIA DE PRETO";"DIA DE PRETO";2011;"DANIEL VIDAL MATTOS";"2012-09-14"
15003653;"ALEX CROSS";"A SOMBRA DO INIMIGO";2012;"ROB COHEN";"2012-09-13"
15001215;"SAVAGES";"SELVAGENS";2012;"OLIVER STONE";"2012-09-12"
15003001;"RUBY SPARKS";"RUBY SPARKS - A NAMORADA PERFEITA";2012;"JONATHAN DAUTPM E VALERIE FARIS";"2012-09-12"
671810;"ATÉ QUE A SORTE NOS SEPARE";"ATÉ QUE A SORTE NOS SEPARE";2012;"ROBERTO SANTUCCI FILHO";"2012-09-12"
15002295;"TAKEN 2";"BUSCA IMPLACÁVEL 2";2012;"OLIVIER MEGATON";"2012-09-11"
16001674;"ADDICTED TO BOOBS 3";"ESTRELAS DO SEXO 3";2007;"MARK WOOD";"2012-09-11"
659397;"PORTO DOS MORTOS";"PORTO DOS MORTOS";2011;"DAVI DE OLIVEIRA PINHEIRO";"2012-09-11"
16002352;"SWAN LAKE 3D";"SWAN LAKE 3D";2011;"MATTHEW BOURNE";"2012-08-30"
16002353;"SONDHEIM'S COMPANY WITH THE NEW YORK PHILHARMONIC";"SONDHEIM'S COMPANY WITH THE NEW YORK PHILHARMONIC";2011;"PAUL GEMIGNANI";"2012-08-30"
626173;"PONTO ORG";"PONTO ORG";2008;"PATRÍCIA MORAN FERNANDES";"2012-08-30"
16001785;"ABRAHAM LINCOLN: VAMPIRE HUNTER";"ABRAHAM LINCOLN: CAÇADOR DE VAMPIROS";2012;"TIMUR BEKMAMBETOV";"2012-08-28"
15006515;"L'ART D'AIMER";"A ARTE DE AMAR";2011;"EMMANUEL MOURET";"2012-08-27"
663886;"DISPAROS";"DISPAROS";2012;"JULIANA WANDERLEY REIS";"2012-08-27"
16001679;"À MOI SEULE";"DE VOLTA PARA CASA";2012;"FRÉDÉRIC VIDEAU";"2012-08-24"
16001678;"JUST OVER EIGHTEEN 16";"TALENTOSAS NINFETAS";2006;"JOHN STRONG";"2012-08-23"
16004294;"SEX SLAVES";"PERVERSO DESEJO";2007;"JAKE MALONE";"2012-08-23"
14025036;"PARANORMAN";"PARANORMAN";2012;"CHRIS BUTLER";"2012-08-22"
14026017;"BOURNE LEGACY, THE";"O LEGADO BOURNE";2012;"TONY GILROY";"2012-08-22"
591419;"CIRCULAR";"CIRCULAR";2011;"ADRIANO OLIVEIRA ESTURILHO";"2012-08-20"
16001662;"THE CAMPAIGN";"OS CANDIDATOS";2012;"JAY ROACH";"2012-08-15"
576272;"BRINCADEIRAS DE PRAZER";"BRINCADEIRAS DE PRAZER";2009;"JULIANO COSTA BENDAZOLI";"2012-08-15"
580618;"DELEITE";"DELEITE";2009;"JULIANO COSTA BENDAZOLI";"2012-08-15"
15005223;"ZARAFA";"ZARAFA";2012;"JEAN-CHRISTOPHE LIE";"2012-08-14"
669494;"CABRA MARCADO PARA MORRER";"CABRA MARCADO PARA MORRER";1983;"EDUARDO DE OLIVEIRA COUTINHO";"2012-08-14"
16001853;"100%D.P.A./B.S.N.T";"LOLITAS NO PARAÍSO";2008;"ROSSI GUIDICI";"2012-08-10"
16001854;"B LIKE BEAUTIFUL";"BELAS MULHERES LOUCAS POR SEXO";2007;"ROY ROGERS";"2012-08-10"
16001856;"M.A.M/M.U.I";"DELÍCIAS INSACIÁVEIS";2008;"BILLY COST";"2012-08-10"
657294;"CORAÇÃO DO BRASIL";"CORAÇÃO DO BRASIL";2012;"DANIEL SOLA SANTIAGO";"2012-08-10"
14026504;"SINISTER";"ENTIDADE, A";2012;"SCOTT DERRICKSON";"2012-08-09"
15002741;"SKYFALL";"007 - OPERAÇÃO SKYFALL";2012;"SAM MENDES";"2012-08-09"
16001663;"THE POSSESSION";"POSSESSÃO";2012;"OLE BORNEDAL";"2012-08-09"
15002468;"THE THREE STOOGES";"OS 3 PATETAS";2012;"PETER FARRELLY E BOBBY FARRELLY";"2012-08-06"
15005753;"ELEFANTE BLANCO";"ELEFANTE BRANCO";2012;"PABLO TRAPERO";"2012-08-06"
16001664;"THE ODD LIFE OF TIMOTHY GREEN";"A ESTRANHA VIDA DE TIMOTHY GREEN";2012;"PETER HEDGES";"2012-08-06"
542202;"O CONTESTADO - RESTOS MORTAIS";"O CONTESTADO - RESTOS MORTAIS";2010;"SYLVIO CARLOS BACK";"2012-08-06"
629964;"CARA OU COROA";"CARA OU COROA";2012;"UGO CESAR GIORGETTI";"2012-08-06"
630159;"E A VIDA CONTINUA";"E A VIDA CONTINUA";2011;"PAULO FIGUEIREDO";"2012-08-06"
643559;"BRICHOS - A FLORESTA É NOSSA";"BRICHOS - A FLORESTA É NOSSA";2012;"PAULO ROBERTO MUNHOZ";"2012-08-06"
16001859;"SOME LIKE IT HOT";"QUANTO MAIS QUENTE MELHOR!";1959;"BILLY WILDER";"2012-07-31"
15003406;"TOUTES NOS ENVIES";"TUDO O QUE DESEJAMOS";2010;"PHILIPPE LIORET";"2012-07-26"
16001849;"RED LIGHTS";"PODER PARANORMAL";2012;"RODRIGO CORTÉS";"2012-07-26"
16001860;"LA VIE D'UNE AUTRE";"A VIDA DE OUTRA MULHER";2012;"SYLVIE TESTUD";"2012-07-26"
15004122;"LAWLESS";"OS INFRATORES";2012;"JOHN HILLCOAT";"2012-07-24"
15004250;"PEACE, LOVE & MISUNDERSTANDING";"PAZ, AMOR E MUITO MAIS";2011;"BRUCE BERESFORD";"2012-07-24"
16001851;"THE DINOSAUR PROJECT";"PROJETO DINOSSAURO";2012;"SID BENNETT";"2012-07-24"
657453;"AMAZÔNIA ETERNA";"AMAZÔNIA ETERNA";2012;"JOSE BELISARIO CABO PENNA FRANCA";"2012-07-24"
14024240;"DREDD";"DREDD: O JUIZ DO APOCALIPSE";2012;"PETE TRAVIS";"2012-07-20"
16001777;"BULLY";"BULLYNG";2011;"LEE HIRSCH";"2012-07-20"
16001778;"ROUTE IRISH";"ROUTE IRISH";2010;"KEN LOACH";"2012-07-20"
16001779;"QUARTIER LOINTAIN";"UM BAIRRO DISTANTE";2010;"SAM GARBARSKI";"2012-07-20"
571846;"EU VOU SEGUIR";"EU VOU SEGUIR";2009;"ROBERTO CARMINATI";"2012-07-20"
16001848;"MASSIVE ASSES 2";"BOAS DE B ... 2";2007;"SAM NO";"2012-07-19"
16001850;"MY WAY";"MY WAY - O MITO ALÉM DA MÚSICA";2012;"FLORENT-EMILIO SIRI";"2012-07-19"
652954;"MENOS QUE NADA";"MENOS QUE NADA";2012;"CARLOS GERBASE";"2012-07-16"
657619;"O DIÁRIO DE TATI";"O DIÁRIO DE TATI";2012;"MAURO CHICHARO DE FARIAS";"2012-07-16"
655384;"MARIGHELLA";"MARIGHELLA";2011;"ISA GRINSPUM FERRAZ";"2012-07-13"
576273;"TOTALMENTE ANAL";"TOTALMENTE ANAL";2009;"JULIANO COSTA BENDAZOLI";"2012-07-12"
14025993;"HOPE SPRINGS";"DIVÃ PARA DOIS, UM";2012;"DAVID FRANKEL";"2012-07-11"
14025996;"COSMOPOLIS";"COSMÓPOLIS";2012;"DAVID CRONEMBERG";"2012-07-11"
15004134;"THE EXPENDABLES 2";"OS MERCENÁRIOS 2";2012;"SIMON WEST";"2012-07-11"
650660;"TROPICALIA";"TROPICALIA";2012;"MARCELO MACHADO";"2012-07-11"
655449;"BOCA";"BOCA";2010;"FLAVIO COUTINHO DE SENNA FREDERICO";"2012-07-11"
15001225;"WHAT TO EXPECT WHEN YOU'RE EXPECTING";"O QUE ESPERAR QUANDO VOCÊ ESTÁ ESPERANDO";2012;"KIRK JONES";"2012-07-09"
15003616;"APNEA";"AZUL PROFUNDO";2010;"ARIS BAFALOUKAS";"2012-07-06"
15639;"PREÇO DA PAZ, O";"PREÇO DA PAZ, O";2003;"PAULO DE TARSO DE CARVALHO MORELLI";"2012-07-06"
648674;"HONRA";"HONRA";2012;"ALEXANDRE DE OLIVEIRA COUTO";"2012-07-05"
559860;"SAGRADO SEGREDO";"SAGRADO SEGREDO";2008;"ANDRE LUIZ DA SILVEIRA OLIVEIRA";"2012-07-03"
124454;"AMAZONES";"MULHERES DESESPERADAS";2004;"ESMÉ LAMMERS";"2012-07-02"
16005893;"HORA MENOS";"HORA MENOS";2010;"FRANK SPANO";"2012-07-02"
161725;"FAIXA DE AREIA";"FAIXA DE AREIA";2006;"DANIELA KALLMANN";"2012-07-02"
16001783;"MADAM BUTTERFLY 3D";"MADAM BUTTERFLY 3D";2012;"JULIAN NAPIER";"2012-06-29"
16001869;"THE OUTBACK";"OUTBACK: UMA GALERA ANIMAL";2012;"KYUNG HO LEE";"2012-06-29"
15008286;"THE DARK KNIGHT RISES";"BATMAN O CAVALEIRO DAS TREVAS RESSURGE";2012;"CHRISTOPHER NOLAN";"2012-06-28"
646698;"À BEIRA DO CAMINHO";"À BEIRA DO CAMINHO";2010;"BRENO LUIS MARCAL DA SILVEIRA";"2012-06-28"
650290;"MENINO DO CINCO";"MENINO DO CINCO";2012;"MARCELO MATOS DE OLIVEIRA";"2012-06-28"
655360;"BOA NOITE, CINDERELA";"BOA NOITE, CINDERELA";2011;"ALEXANDRE DE OLIVEIRA SIQUEIRA";"2012-06-28"
16001794;"ROCK OF AGES";"ROCK OF AGES: O FILME";2012;"ADAM SHANKMAN";"2012-06-27"
630396;"31 MINUTOS";"31 MINUTOS";2008;"ALVARO DIAZ GONZALEZ";"2012-06-27"
16001868;"INTOUCHABLES";"INTOCÁVEIS";2011;"OLIVIER NAKACHE, ERIC TOLEDANO";"2012-06-26"
16001871;"360°";"360°";2011;"FERNANDO MEIRELLES";"2012-06-26"
16002406;"SEEKING A FRIEND FOR THE END OF THE WORLD";"PROCURA-SE UM AMIGO PARA O FIM DO MUNDO";2012;"LORENE SCAFARIA";"2012-06-26"
15002286;"ICE AGE: CONTINENTAL DRIFT";"A ERA DO GELO 4";2012;"STEVE MARTINO E MIKE THURMEIER";"2012-06-25"
528932;"EXPEDIÇÃO VIVA MARAJO";"EXPEDIÇÃO VIVA MARAJO";2010;"REGINA SUELI BOUHID JEHA";"2012-06-19"
644926;"CONSTRUÇÃO";"CONSTRUÇÃO";2011;"CAROLINA SA VASCONCELLOS";"2012-06-19"
16001781;"THE SECRET OF WINGS";"TINKER BELL - O SEGREDO DAS FADAS";2012;"PEGGY HOLMES";"2012-06-14"
16001666;"PRINCESS DIARIES 2";"DIARIO SEXUAL 2";2006;"HILLARY SCOTT";"2012-06-13"
621266;"MULHER À TARDE";"MULHER À TARDE";2010;"AFFONSO UCHOA ALONSO RODRIGUES";"2012-06-13"
607293;"VOU RIFAR MEU CORAÇÃO";"VOU RIFAR MEU CORAÇÃO";2011;"ANA RIEPER";"2012-06-12"
16001780;"LES PETITS MOUCHOIRS";"ATÉ A ETERNIDADE";2010;"GUILLAUME CANET";"2012-06-11"
16002407;"THE LADY";"ALÉM DA LIBERDADE";2011;"LUC BESSON";"2012-06-08"
16002414;"TOXIC TECH THREAT";"AMEAÇA TECH-TÓXICA";2012;"GREG RICHARDSON";"2012-06-06"
16001782;"PUZZLED LOVE";"AMOR EM PEDAÇOS";2010;"ALBA GIRALT";"2012-06-04"
15006688;"LA GUERRE DES BOUTONS";"A GUERRA DOS BOTÕES";2011;"YANN SAMUELL";"2012-05-30"
16001784;"INTERNALLY YOURS 6";"PRAZERES INTERNOS 6";2007;"MARK ASLEY";"2012-05-28"
576274;"GAROTAS SENSUAIS";"GAROTAS SENSUAIS";2008;"JULIANO COSTA BENDAZOLI";"2012-05-28"
646511;"CEGO ADERALDO - O CANTADOR E O MITO";"CEGO ADERALDO - O CANTADOR E O MITO";2011;"ANTONIO ROSEMBERG DE MOURA";"2012-05-28"
14023857;"THE DICTATOR";"O DITADOR";2012;"LARRY CHARLES";"2012-05-22"
16001799;"BRAVE";"VALENTE";2012;"MARK ANDREWS, BRENDA CHAPMAN, STEVE PURCELL";"2012-05-22"
16002409;"TRIAL BY FIRE";"EXPERIMENTO COM FOGO";2012;"GREG RICHARDSON";"2012-05-22"
16002410;"TOXIC ASSAULT";"ATAQUE TÓXICO";2012;"GREG RICHARDSON";"2012-05-22"
644091;"DEEP DIVE";"MERGULHO SUBTERRÂNEO";2012;"GREG RICHARDSON";"2012-05-22"
